#root,dhatu,gana,meanings
luB1,luBaz,xivAxiH,gArXye
luB2,luBaz,wuxAxiH,vimohane
lumb1,lubiz,BvAxiH,arxane
lumb2,lubiz,curAxiH,AcCAxane
lU1,lUF,kryAxiH,Cexane
lUR1,lURaz,BvAxiH,BURAyAm
lUR2,lURaz,curAxiH,MISSING
lep1,lepqz,BvAxiH,gawO
lok1,lokqz,BvAxiH,xarSane
lok2,lokqz,curAxiH,BARArWaH
loc1,locqz,BvAxiH,xarSane
loc2,locqz,curAxiH,BARArWaH
lod1,lodqz,BvAxiH,unmAxe
loRt1,loRtaz,BvAxiH,calane
vakR1,vakRaz,BvAxiH,roRe
vaK1,vaKaz,BvAxiH,gawyarWaH
vafk1,vakiz,BvAxiH,gawyarWaH
vafK1,vaKiz,BvAxiH,gawyarWaH
vafg1,vagiz,BvAxiH,gawyarWaH
#vafG1,vaGiz,BvAxiH,gawyAkRepe
vac1,vacaz,axAxiH,pariBARaNe
vac2,vacaz,curAxiH,pariBARaNe
vaj1,vajaz,BvAxiH,gawO
vaFc1,vaFcuz,BvAxiH,gawyarWaH
vaFc2,vaFcuz,curAxiH,pralamBane
vata1,vata,curAxiH,granWe
vata2,vata,curAxiH,viBAjane granWe ca
#vat1,vataz,BvAxiH,veRtane
vat2,vataz,BvAxiH,pariBARaNe
vaT1,vaTaz,BvAxiH,sWOlye
vaN1,vaNaz,BvAxiH,SabxArWaH
vaNt1,vatiz,curAxiH,viBAjane
#vaNt2,vatiz,curAxiH,MISSING
vaNT1,vaTiz,BvAxiH,ekacaryAyAm
vaNd1,vadiz,BvAxiH,viBAjane
vaNd2,vadiz,curAxiH,viBAjane
vax1,vaxaz,BvAxiH,vyakwAyAM vAci
vax2,vaxaz,curAxiH,sanxeSavacane
van1,vanaz,BvAxiH,Sabxe
van2,vanuz,BvAxiH,nocyawe
van3,vanuz,wanAxiH,yAcane
vanx1,vaxiz,BvAxiH,aBivAxanaswuwyoH
vap1,duvapaz,BvAxiH,bIjasanwAne
vaBr1,vaBraz,BvAxiH,gawyarWaH
#vam1,vamaz,BvAxiH,MISSING
vam2,tuvamaz,BvAxiH,uxigaraNe
vay1,vayaz,BvAxiH,gawO
vara1,vara,curAxiH,IpsAyAm
varc1,varcaz,BvAxiH,xIpwO
varNa1,varNa,curAxiH,varNakriyAviswAraguNavacaneRu
varN1,varNaz,curAxiH,preraNe
varX1,varXaz,curAxiH,CexanapUraNayoH
varR1,varRaz,BvAxiH,snehane
varh1,varhaz,BvAxiH,pariBARaNahiMsAcCAxaneRu
#varh2,varhaz,curAxiH,MISSING
val1,valaz,BvAxiH,saMvaraNe saFcaraNe ca
valk1,valkaz,curAxiH,pariBARaNe
valg1,valguz,BvAxiH,gawyarWaH
valB1,valBaz,BvAxiH,Bojane
vall1,vallaz,BvAxiH,saMvaraNe saFcaraNe ca
valh1,valhaz,BvAxiH,pariBARaNahiMsAcCAxaneRu
vaS1,vaSaz,axAxiH,kAnwO
vaR1,vaRaz,BvAxiH,hiMsArWaH
vaRka1,vaRka,curAxiH,xarSane
vasa1,vasa,curAxiH,nivAse
vas1,vasaz,BvAxiH,nivAse
vas2,vasaz,axAxiH,AcCAxane
vas3,vasuz,xivAxiH,swamBe
vas4,vasaz,curAxiH,snehamohacCexApaharaNeRu
vask1,vaskaz,BvAxiH,gawyarWaH
vah1,vahaz,BvAxiH,prApaNe
vA1,vA,axAxiH,gawiganXanayoH
vAfkR1,vAkRiz,BvAxiH,kAfkRAyAm
vAFC1,vACiz,BvAxiH,icCAyAm
vAwa1,vAwa,curAxiH,suKasevanayoH
vAS1,vASqz,xivAxiH,Sabxe
vAsa1,vAsa,curAxiH,upasevAyAm
vAh1,vAhqz,BvAxiH,prayawne
vic1,vicizr,ruXAxiH,pqWagBAve
viC1,viCaz,wuxAxiH,gawO
viC2,viCaz,curAxiH,BARArWaH
vij1,vijizr,juhowyAxiH,varaNe
vij2,ozvijIz,wuxAxiH,BayacalanayoH
vij3,ozvijIz,ruXAxiH,BayacalanayoH
vit1,vitaz,BvAxiH,Sabxe
viW1,viWqz,BvAxiH,yAcane
vix1,vixaz,axAxiH,jFAne
vix2,vixaz,xivAxiH,sawwAyAm
vix3,vixLz,wuxAxiH,lABe
vix4,vixaz,ruXAxiH,vicArane
vix5,vixaz,curAxiH,cewanAKyAnanivAseRu
viX1,viXaz,wuxAxiH,viXAne
vil1,vilaz,wuxAxiH,saMvaraNe
vil2,vilaz,curAxiH,kRepe
#viS1,viSaz,wuxAxiH,praveSane
viR1,viRuz,BvAxiH,secane
viR2,viRLz,juhowyAxiH,vyApwO
#viR3,viRaz,kryAxiH,viprayoge
viRka1,viRka,curAxiH,xarSane
viRk1,viRkaz,curAxiH,hiMsAyAm
vis1,visaz,xivAxiH,preraNe
vI1,vI,axAxiH,gawivyApwiprajanakAnwyasanaKAxaneRu
vIra1,vIra,curAxiH,vikrAnwO
vq1,vq,BvAxiH,MISSING
vq2,vqF,svAxiH,varaNe
#vq3,vqf,kryAxiH,samBakwO
vq4,vqF,curAxiH,AvaraNe
vqk1,vqkaz,BvAxiH,AxAne
vqkR1,vqkRaz,BvAxiH,varaNe
vqj1,vqjIz,axAxiH,varjane
vqj2,vqjIz,ruXAxiH,varjane
vqj3,vqjIz,curAxiH,varjane
vqN1,vqNaz,wuxAxiH,prINane
vqw1,vqwuz,BvAxiH,varwane
vqw2,vqwuz,xivAxiH,varaNe
vqw3,vqwuz,curAxiH,BARArWaH
vqX1,vqXuz,BvAxiH,vqxXO
vqX2,vqXuz,curAxiH,BARArWaH
vqS1,vqSaz,xivAxiH,AvaraNe
vqR1,vqRuz,BvAxiH,secane hiMsAsaMkleSanayoSca
vqR2,vqRaz,curAxiH,SakwibanXane
vqh1,vqhUz,wuxAxiH,uxyamane
vQ1,vQF,kryAxiH,varaNe
vQ2,vQ,kryAxiH,varaNe
ve1,veF,BvAxiH,wanwusanwAne
veN1,veNqz,BvAxiH,gawijFAnacinwAniSAmanavAxiwragrahaNeRu
veW1,veWqz,BvAxiH,yAcane
#ven1,venqz,BvAxiH,
vep1,tuvepqz,BvAxiH,kampane
vela1,vela,curAxiH,kAlopaxeSe
vel1,veLz,BvAxiH,calane
vell1,vellaz,BvAxiH,calane
vevI1,vevIf,axAxiH,vewinA wulye
veRt1,veRtaz,BvAxiH,veRtane
veh1,vehqz,BvAxiH,prayawne
vE1,ozvE,BvAxiH,SoRaNe
vyac1,vyacaz,wuxAxiH,vyAjIkaraNe
vyaW1,vyaWaz,BvAxiH,BayasaFcalanayoH
vyaX1,vyaXaz,xivAxiH,wAdane
vyaya1,vyaya,curAxiH,viwwasamuwsarge
vyay1,vyayaz,BvAxiH,gawO
vyuR1,vyuRaz,xivAxiH,xAhe viBAge ca
vyuR2,vyuRaz,xivAxiH,viBAge
vye1,vyeF,BvAxiH,saMvaraNe
vraj1,vrajaz,BvAxiH,gawO
vraj2,vrajaz,curAxiH,mArgasaMskAragawyoH
vraNa1,vraNa,curAxiH,gAwravicUrNane
vraN1,vraNaz,BvAxiH,SabxArWaH
vraSc1,ozvraScUz,wuxAxiH,Cexane
vrI1,vrIf,xivAxiH,vqNowyarWe
vrI2,vrI,kryAxiH,varaNe
vrId1,vrIdaz,xivAxiH,coxane lajjAyAFca
vrud1,vrudaz,wuxAxiH,samvaraNe
vlI1,vlI,kryAxiH,varaNe
Sak1,Saklqz,svAxiH,SakwO
Sak2,Sakaz,xivAxiH,marRaNe
Safk1,Sakiz,BvAxiH,SafkAyAm
Sac1,Sacaz,BvAxiH,vyakwAyAM vAci
Sat1,Sataz,BvAxiH,rujAviSaraNa gawyavasAxaneRu
#SaT1,SaTaz,BvAxiH,kEwave ca
SaT2,SaTaz,curAxiH,asaMskAragawyoH
SaT3,SaTaz,curAxiH,slAGAyAm
SaT4,SaTa,curAxiH,samyag avaBARaNe
SaN1,SaNaz,BvAxiH,xAne ca
SaNd1,Sadiz,BvAxiH,rujAyAM saMGAwe ca
Sax1,SaxLz,BvAxiH,SAwane
#Sax2,Saxlqz,wuxAxiH,SAwane
Sap1,Sapaz,BvAxiH,AkroSe
Sap2,Sapaz,xivAxiH,AkroSe
Sabx1,Sabxaz,curAxiH,upasargAnaviRkAre ca
Sam1,Samoz,BvAxiH,xarSane
Sam2,Samuz,xivAxiH,upaSame
Sam3,Samaz,curAxiH,Alocane
Samb1,Sambaz,curAxiH,saMbanXane
Sarb1,Sarbaz,BvAxiH,gawO
Sarv1,Sarvaz,BvAxiH,hiMsAyAm
Sal1,Salaz,BvAxiH,calanasaMvaraNayoH
Sal2,Salaz,BvAxiH,gawO
SalB1,SalBaz,BvAxiH,kawWane
Sav1,Savaz,BvAxiH,gawO
SaS1,SaSaz,BvAxiH,pluwagawO
SaR1,SaRaz,BvAxiH,hiMsArWaH
Sas1,Sasuz,BvAxiH,hiMsAyAm
SAK1,SAKqz,BvAxiH,vyApwO
SAd1,SAdqz,BvAxiH,SlAGAyAm
SAn1,SAnaz,BvAxiH,wejane
SAs1,SAsuz,axAxiH,anuSiRtO
Si1,SiF,svAxiH,niSAne
SikR1,SikRaz,BvAxiH,vixyopAxAne
#SifK1,SiKiz,BvAxiH,
SifG1,SiGiz,BvAxiH,AGrANe
SiFj1,Sijiz,axAxiH,avyakwe Sabxe
Sit1,Sitaz,BvAxiH,anAxare
Sil1,Silaz,wuxAxiH,uFCe
SiR1,SiRaz,BvAxiH,hiMsArWaH
SiR2,SiRLz,ruXAxiH,viSeRaNe
SiR3,SiRaz,curAxiH,asarvopayoge
SI1,SIf,axAxiH,svapne
SIk1,SIkqz,BvAxiH,secane
SIk2,SIkaz,curAxiH,BARArWaH
#SIk3,SIkaz,curAxiH,AmarRaNe
SIB1,SIBqz,BvAxiH,kawWane
SIla1,SIla,curAxiH,upaXAraNe
SIl1,SIlaz,BvAxiH,samAXO
Suc1,Sucaz,BvAxiH,Soke
#Suc2,IzSucizr,xivAxiH,pUwIBAve
Sucy1,Sucyaz,BvAxiH,aBiRave
SuT1,SuTaz,BvAxiH,gawiprawiGAwe
SuT2,SuTaz,curAxiH,Alasye
SuNT1,SuTiz,BvAxiH,SoRaNe
SuNT2,SuTiz,curAxiH,SoRaNe
SuX1,SuXaz,xivAxiH,SOce
Sun1,Sunaz,wuxAxiH,gawO
SunX1,SunXaz,BvAxiH,SuxXO
SunX2,SunXaz,curAxiH,SOcakarmaNi
#SuB1,SuBaz,BvAxiH,BARaNe
SuB2,SuBaz,BvAxiH,xIpwO
#SuB3,SuBaz,xivAxiH,MISSING
SuB4,SuBaz,wuxAxiH,SoBArWe
#SuB5,SuBaz,kryAxiH,MISSING
#SumB1,SumBaz,BvAxiH,BARaNe BAsana iwyeke hiMsAyAm iwyanye
SumB2,SumBaz,wuxAxiH,SoBArWe
Sulk1,Sulkaz,curAxiH,awisparSane
Sulb1,Sulbaz,curAxiH,mAne
SuR1,SuRaz,xivAxiH,SoRaNe
SUra1,SUra,curAxiH,vikrAnwO
SUr1,SUrIz,xivAxiH,hiMsAswamBanayoH
SUrp1,SUrpaz,curAxiH,mAne
SUl1,SUlaz,BvAxiH,AvaraNe
SUR1,SURaz,BvAxiH,prasave
SqX1,SqXuz,BvAxiH,SabxakuwsAyAm
SqX2,SqXuz,BvAxiH,unxane
SqX3,SqXuz,curAxiH,prasahane
SQ1,SQ,kryAxiH,hiMsAyAm
Sel1,Selqz,BvAxiH,gawO
Sev1,Sevqz,BvAxiH,sevane
SE1,SE,BvAxiH,Sabxe
So1,So,xivAxiH,wanUkaraNe
SoN1,SoNqz,BvAxiH,varNagawyoH
SOt1,SOtqz,BvAxiH,garve
SaMs1,SaMsuz,BvAxiH,swuwO xurgawAviwi xurgaH
Scyuw1,Scyuwizr,BvAxiH,kRaraNe
SmIl1,SmIlaz,BvAxiH,nimeRaNe
SyE1,SyEf,BvAxiH,gawO
Srafk1,Srakiz,BvAxiH,gawO
Srafg1,Sragiz,BvAxiH,gawyarWaH
SraN1,SraNaz,BvAxiH,xAne ca
SraN2,SraNaz,curAxiH,xAne
SraWa1,SraWa,curAxiH,xOrbalye
SraW1,SraWaz,BvAxiH,hiMsArWaH
SraW2,SraWaz,curAxiH,prayawne
SraW3,SraWaz,curAxiH,mokRaNe
SranW1,SraWiz,BvAxiH,SEWilye
SranW2,SranWaz,kryAxiH,vimocanaprawiharRayoH
SranW3,SranWaz,curAxiH,sanxarBe
Sram1,Sramuz,xivAxiH,wapasi
SramB1,SramBuz,BvAxiH,pramAxe
SrA1,SrA,BvAxiH,pAke
SrA2,SrA,axAxiH,pAke
Sri1,SriF,BvAxiH,sevAyAm
SriR1,SriRuz,BvAxiH,xAhe
#SrI1,SrIF,kryAxiH,pAke
Sru1,Sru,BvAxiH,SravaNe
SrE1,SrE,BvAxiH,pAke
SroN1,SroNqz,BvAxiH,safGAwe
Slafk1,Slakiz,BvAxiH,gawO
Slafg1,Slagiz,BvAxiH,gawyarWaH
SlaW1,SlaWaz,BvAxiH,hiMsArWaH
SlAK1,SlAKqz,BvAxiH,vyApwO
SlAG1,SlAGqz,BvAxiH,kawWane
SliR1,SliRuz,BvAxiH,xAhe
SliR2,SliRaz,xivAxiH,Alifgane
SliR3,SliRaz,curAxiH,SleRaNe
#Slok1,Slokqz,BvAxiH,safGAwe
SloN1,SloNqz,BvAxiH,saMGAwe
#Svafk1,Svakiz,BvAxiH,gawyarWaH
Svac1,Svacaz,BvAxiH,gawO
SvaFc1,Svaciz,BvAxiH,gawO
SvaT1,SvaTaz,curAxiH,asaMskAragawyoH
SvaT2,SvaTa,curAxiH,samyag avaBARaNe
SvaNT1,SvaTiz,curAxiH,asaMskAragawyoH
SvaBr1,SvaBraz,curAxiH,gawyAm
Svarw1,Svarwaz,curAxiH,gawyAm
Sval1,Svalaz,BvAxiH,ASugamane
Svalk1,Svalkaz,curAxiH,pariBARaNe
Svall1,Svallaz,BvAxiH,ASugamane
Svas1,Svasaz,axAxiH,prANane
Svi1,tuozSvi,BvAxiH,gawivqxXayoH
Sviw1,SviwAz,BvAxiH,varNe
Svinx1,Svixiz,BvAxiH,SvEwye
RTiv1,RTivuz,BvAxiH,nirasane
RTiv2,RTivuz,xivAxiH,nirasane
sag1,Ragez,BvAxiH,saMvaraNe
saG1,RaGaz,svAxiH,hiMsAyAm
sac1,Racaz,BvAxiH,secane sevane ca
sac2,Racaz,BvAxiH,samavAye
saFj1,RaFjaz,BvAxiH,safge
sat1,Rataz,BvAxiH,avayave
satt1,Rattaz,curAxiH,hiMsAyAm
saN1,RaNaz,BvAxiH,samBakwO
sawra1,sawra,curAxiH,sanwAnakriyAyAm
sax1,RaxLz,BvAxiH,viSaraNagawyavasAxaneRu
sax2,Raxlqz,wuxAxiH,viSaraNagawyavasAxaneRu
san1,RaNuz,wanAxiH,xAne
sap1,Rapaz,BvAxiH,samavAye
saBAja1,saBAja,curAxiH,MISSING
sam1,Ramaz,BvAxiH,avEkalye
#sam2,samIz,xivAxiH,MISSING
samb1,Rambaz,curAxiH,saMbanXane
sarj1,Rarjaz,BvAxiH,arjane
#sarb1,Rarbaz,BvAxiH,gawO
sarv1,Rarvaz,BvAxiH,hiMsAyAm
sal1,Ralaz,BvAxiH,gawO
sas1,Rasaz,axAxiH,svapne
sasj1,Rasjaz,BvAxiH,gawO
sah1,Rahaz,BvAxiH,marRaNe
sah2,Rahaz,xivAxiH,cakyarWe
sah3,Rahaz,curAxiH,marRaNe
sAX1,sAXaz,svAxiH,saMsixXO
sAnwv1,RAnwvaz,curAxiH,sAmaprayoge
sAma1,sAma,curAxiH,sAnwvaprayoge
sAmb1,sAmbaz,curAxiH,saMbanXane
sAra1,sAra,curAxiH,xOrbalye
si1,RiF,svAxiH,banXane
si2,RiF,kryAxiH,banXane
sic1,Ricaz,wuxAxiH,kRaraNasa
sit1,Ritaz,BvAxiH,anAxare
siX1,RiXuz,BvAxiH,gawyAm
siX2,RiXUz,BvAxiH,SAswre mAfgalye ca
siX3,RiXuz,xivAxiH,saMrAxXO
siB1,RiBuz,BvAxiH,hiMsAyAm
#simB1,RimBuz,BvAxiH,hiMsAyAm
sil1,Rilaz,wuxAxiH,uFCe
siv1,Rivuz,xivAxiH,wanwusanwAne
su1,Ru,BvAxiH,prasavESvaryayoH
su2,Ru,axAxiH,prasavESvaryayoH
su3,RuF,svAxiH,aBiRave
suKa1,suKa,curAxiH,wawkriyAyAm
sutt1,Ruttaz,curAxiH,anAxare
sur1,Ruraz,wuxAxiH,ESvaryaxIpwyoH
suh1,Ruhaz,xivAxiH,cakyarWe
sU1,RUf,axAxiH,prANigarBavimocane
sU2,RUf,xivAxiH,prANiprasave
sU3,RU,wuxAxiH,preraNe
sUca1,sUca,curAxiH,pESunye
sUwra1,sUwra,curAxiH,veRtane
sUx1,RUxaz,BvAxiH,kRaraNe
sUx2,RUxaz,curAxiH,kRaraNe
sUrkR1,sUrkRaz,BvAxiH,Axare
sUrkRy1,sUrkRyaz,BvAxiH,IrRyArWaH
sq1,sq,BvAxiH,gawO
sq2,sq,juhowyAxiH,gawO
sqj1,sqjaz,xivAxiH,visarge
sqj2,sqjaz,wuxAxiH,visarge
sqp1,sqplqz,BvAxiH,gawO
sqB1,RqBuz,BvAxiH,hiMsAyAm
sqmB1,RqmBuz,BvAxiH,hiMsArWaH
sek1,sekqz,BvAxiH,gawO
sel1,ReLz,BvAxiH,gawO
sev1,Revqz,BvAxiH,sevane
#sE1,RE,BvAxiH,kRaye
so1,Ro,xivAxiH,anwakarmaNi
saMkewa1,saMkewa,curAxiH,AmanwraNe
saMgrAma1,saMgrAma,curAxiH,yuxXe
#saMsw1,Rasiz,axAxiH,MISSING
saMsw2,Raswiz,axAxiH,svapne
skanx1,skanxizr,BvAxiH,gawiSoRaNayoH
skamB1,skaBiz,BvAxiH,prawibanXe
sku1,skuF,kryAxiH,ApravaNe
skunx1,skuxiz,BvAxiH,ApravaNe
sKax1,sKaxaz,BvAxiH,sKaxane
sKax2,sKaxizr,BvAxiH,avapariByAM ca
sKal1,sKalaz,BvAxiH,saMcalane
swak1,Rtakaz,BvAxiH,prawIGAwe
swag1,Rtagez,BvAxiH,saMvaraNe
swana1,swana,curAxiH,xevaSabxe
swan1,Rtanaz,BvAxiH,Sabxe
swam1,Rtamaz,BvAxiH,avEkalye
swamB1,RtaBiz,BvAxiH,prawibanXe
swiG1,RtiGaz,svAxiH,Askanxane
swip1,Rtipqz,BvAxiH,kRaraNArWaH
swim1,Rtimaz,xivAxiH,ArxrIBAve
swIm1,RtImaz,xivAxiH,ArxrIBAve
swu1,RtuF,axAxiH,swuwO
swuc1,Rtucaz,BvAxiH,prasAxe
swup1,Rtupaz,curAxiH,samucCrAye
swuB1,RtuBuz,BvAxiH,swamBe
swq1,swqF,svAxiH,AcCAxane
swqkR1,RtqkRaz,BvAxiH,gawO
swqh1,swqhUz,wuxAxiH,hiMsAyAm
swQ1,swQF,kryAxiH,AcCAxane
swena1,swena,curAxiH,cOrye
#swep1,Rtepqz,BvAxiH,kRaraNArWaH
swE1,RtE,BvAxiH,veRtane
swoma1,swoma,curAxiH,SlAGAyAm
swyE1,swyE,BvAxiH,SabxasafGAwayoH
swyE2,RtyE,BvAxiH,SabxasafGAwayoH
#sWal1,RTalaz,BvAxiH,sWAne
sWA1,RTA,BvAxiH,gawinivqwwO
sWud1,sWudaz,wuxAxiH,samvaraNe
sWUla1,sWUla,curAxiH,parivqMhaNe
snas1,RNasuz,xivAxiH,nirasane
#snA1,snA,BvAxiH,MISSING
snA2,RNA,axAxiH,SOce
snih1,RNihaz,xivAxiH,prIwO
snih2,RNihaz,curAxiH,snehane
snu1,RNu,axAxiH,prasravaNe
snus1,RNusuz,xivAxiH,axane AxAna iwyeke axarSane iwyapare
snuh1,RNuhaz,xivAxiH,uxgiraNe
snE1,RNE,BvAxiH,veRtane SoBAyAM cewyeke
spanx1,spaxiz,BvAxiH,kiFciccalane
sparX1,sparXaz,BvAxiH,safGarRe
spaS1,spaSaz,BvAxiH,bAXanasparSanayoH
spaS2,spaSaz,curAxiH,grahaNasaMSleRaNayoH
#spq1,spq,svAxiH,prIwipAlanayoH prIwicalanayoH iwyanye
spqS1,spqSaz,wuxAxiH,saMsparSane
spqha1,spqha,curAxiH,IpsAyAm
#sPar1,sParaz,wuxAxiH,MISSING
sPAy1,sPAyIz,BvAxiH,vqxXO
#sPit1,sPitaz,curAxiH,MISSING
sPitt1,sPittaz,curAxiH,hiMsAyAm
sPut1,sPutaz,BvAxiH,vikasane
sPut2,sPutizr,BvAxiH,viSaraNe
sPut3,sPutaz,wuxAxiH,vikasane
sPut4,sPutaz,curAxiH,Bexane
sPud1,sPudaz,wuxAxiH,samvaraNe
sPuNt2,sPutiz,curAxiH,parihAse
sPuNd1,sPudiz,curAxiH,parihAse
sPur1,sPuraz,wuxAxiH,saFcalane
#sPurC1,sPurCAz,BvAxiH,viswqwO
sPul1,sPulaz,wuxAxiH,saFcalane
sPUrj1,tuozsPUrjAz,BvAxiH,vajranirGoRe
smi1,Rmif,BvAxiH,IRaxXasane
smi2,Rmif,curAxiH,anAxare
smit1,smitaz,curAxiH,anAxare
#smIl1,smIlaz,BvAxiH,nimeRaNe
smq1,smq,BvAxiH,AXyAne
smq2,smq,BvAxiH,cinwAyAm
smq3,smq,svAxiH,prIwipAlanayoH
syanx1,syanxUz,BvAxiH,prasravaNe
syam1,syamuz,BvAxiH,Sabxe
syam2,syamaz,curAxiH,viwarke
srafk1,srakiz,BvAxiH,gawO
sramB1,sramBuz,BvAxiH,pramAxe
#sramB2,sramBuz,BvAxiH,viSvAse
sriv1,srivuz,xivAxiH,gawiSoRaNayoH
sru1,sru,BvAxiH,gawO
srek1,srekqz,BvAxiH,gawO
sraMs1,sraMsuz,BvAxiH,avasraMsane
svaFj1,RvaFjaz,BvAxiH,pariRvafge
svax1,Rvaxaz,BvAxiH,AsvAxane
svax2,Rvaxaz,curAxiH,AsvAxane
svan1,svanaz,BvAxiH,avawaMsane
#,svan2,svanaz,BvAxiH Sabxe
svap1,FiRvapaz,axAxiH,Saye
svara1,svara,curAxiH,AkRepe
svarx1,svarxaz,BvAxiH,AsvAxane
#svaRk1,RvaRkaz,BvAxiH,gawyarWaH
svAx1,svAxaz,BvAxiH,AsvAxane
svAx2,svAxaz,curAxiH,AsvAxane
svix1,FiRvixAz,BvAxiH,snehanamocanayoH
#svix2,FiRvixAz,BvAxiH,avyakwe Sabxe
svix3,FiRvixAz,xivAxiH,gAwraprakRaraNe
svq1,svq,BvAxiH,SabxopAwapayoH
hat1,hataz,BvAxiH,xIpwO
haT1,haTaz,BvAxiH,pluwiSaTawvayoH balAwkAra iwyanye
hax1,haxaz,BvAxiH,purIRowsarge
han1,hanaz,axAxiH,hiMsAgawyoH
hamm1,hammaz,BvAxiH,gawO
hay1,hayaz,BvAxiH,gawO
hary1,haryaz,BvAxiH,gawikAnwyoH
hal1,halaz,BvAxiH,vileKane
has1,hasez,BvAxiH,hasane
hA1,ozhAf,juhowyAxiH,gawO
hA2,ozhAk,juhowyAxiH,wyAge
hi1,hi,svAxiH,gawO vqxXO ca
hikk1,hikkaz,BvAxiH,avyakwe Sabxe
hit1,hitaz,BvAxiH,AkroSe
hiNd1,hidiz,BvAxiH,gawyanAxarayoH
hinv1,hiviz,BvAxiH,prINanArWaH
hil1,hilaz,wuxAxiH,BAvakaraNe
hiRk1,hiRkaz,curAxiH,hiMsAyAm
hiMs1,hisiz,ruXAxiH,hiMsAyAm
hiMs2,hisiz,curAxiH,hiMsAyAm
hu1,hu,juhowyAxiH,xAnAxAnayoH AxAne ca iwyeke
hud1,hudqz,BvAxiH,anAxare
huNd1,hudiz,BvAxiH,saMGAwe
hurC1,hurCAz,BvAxiH,kOtilye
hul1,hulaz,BvAxiH,gawO
hUd1,hUdqz,BvAxiH,gawO
hq1,hqF,BvAxiH,haraNe
hq2,hq,juhowyAxiH,prasahyakaraNe
hqR1,hqRaz,xivAxiH,wuRtO
heT1,heTaz,BvAxiH,vibAXAyAm
#heT2,heTaz,kryAxiH,BUwaprAxurBAve
hed1,hedqz,BvAxiH,anAxare
hed2,hedaz,BvAxiH,veRtane
#hep1,hepqz,BvAxiH,MISSING
heR1,heRqz,BvAxiH,avyakwe Sabxe
hod1,hodqz,BvAxiH,anAxare
#hOd1,hOdqz,BvAxiH,gawO
hnu1,hnuf,axAxiH,apanayane
hmal1,hmalaz,BvAxiH,calane
hrag1,hragez,BvAxiH,saMvaraNe
#hraR1,hraRuz,BvAxiH,alIke
hras1,hrasaz,BvAxiH,Sabxe
hrAx1,hrAxaz,BvAxiH,avyakwe Sabxe
hrI1,hrI,juhowyAxiH,lajjAyAm
hrIC1,hrICaz,BvAxiH,lajjAyAm
hreR1,hreRqz,BvAxiH,avyakwe Sabxe
hlag1,hlagez,BvAxiH,saMvaraNe
hlap1,hlapaz,curAxiH,vyakwAyAM vAci
hlas1,hlasaz,BvAxiH,Sabxe
hlAx1,hlAxIz,BvAxiH,suKe ca
hval1,hvalaz,BvAxiH,calane
hvq1,hvq,BvAxiH,kOtilye
